year,state_fips,state_abbr,state_name,estimated_population,crimes_total,violent_total,property_total,homicide,forcible_rape_legacy,forcible_rape_revised,robbery,aggravated_assault,burglary,larcent_theft,motor_vehicle_theft
1994,42,PA,Pennsylvania,12052000,394326,51425,342901,712,3145,,22497,25071,66468,222280,54153
1995,42,PA,Pennsylvania,12072000,406209,51586,354623,755,3046,,22858,24927,67815,236991,49817
1996,42,PA,Pennsylvania,12056000,428756,57905,370851,686,3034,,22784,31401,71357,250758,48736
1997,42,PA,Pennsylvania,12020000,412463,53140,359323,705,3289,,18788,30358,68218,246892,44213
1998,42,PA,Pennsylvania,12001000,392788,50470,342318,633,3223,,19787,26827,63777,235873,42668
1999,42,PA,Pennsylvania,11994016,373452,50431,323021,592,3279,,18670,27890,56037,227750,39234
2000,42,PA,Pennsylvania,12281054,367858,51584,316274,602,3247,,18155,29580,54080,225869,36325
2001,42,PA,Pennsylvania,12303104,363840,50432,313408,651,3467,,17500,28814,54345,223350,35713
2002,42,PA,Pennsylvania,12328827,350446,49578,300868,624,3731,,17163,28060,55610,212441,32817
2003,42,PA,Pennsylvania,12370761,349849,49210,300639,647,3556,,17980,27027,53918,213279,33442
2004,42,PA,Pennsylvania,12394471,350609,50998,299611,650,3535,,18474,28339,54443,214199,30969
2005,42,PA,Pennsylvania,12405348,353205,52761,300444,756,3586,,19214,29205,56134,214916,29394
2006,42,PA,Pennsylvania,12440621,359617,55028,304589,741,3611,,21095,29581,57739,217142,29708
2007,42,PA,Pennsylvania,12432792,345656,51806,293850,725,3443,,19440,28198,56091,211248,26511
2008,42,PA,Pennsylvania,12448279,351338,51044,300294,705,3485,,18873,27981,58687,219115,22492
2009,42,PA,Pennsylvania,12604767,325370,48188,277182,664,3626,,17504,26394,54772,204588,17822
2010,42,PA,Pennsylvania,12717722,322978,46612,276366,653,3472,,16375,26112,55206,204440,16720
2011,42,PA,Pennsylvania,12743948,329631,46189,283442,639,3339,,16165,26046,57966,208604,16872
2012,42,PA,Pennsylvania,12764475,321946,45384,276562,707,3371,,15735,25571,57040,204409,15113
2013,42,PA,Pennsylvania,12781296,306001,42825,263176,611,2728,3795,14739,23680,52000,197410,13766
2014,42,PA,Pennsylvania,12793767,287280,40298,246982,610,2785,3839,13545,22304,45718,188211,13053
2015,42,PA,Pennsylvania,12791904,272289,40348,231941,665,3105,4299,12965,22419,39573,180236,12132
2016,42,PA,Pennsylvania,12787085,262783,40389,222394,674,3250,4459,12314,22942,35178,174147,13069
2017,42,PA,Pennsylvania,12790447,250346,40030,210316,742,,4216,11777,23295,31925,165434,12957
2018,42,PA,Pennsylvania,12800922,229732,39099,190633,784,,4490,9854,23971,27054,150441,13138
2019,42,PA,Pennsylvania,12798883,218830,39160,179670,676,,4345,9749,24390,23324,143937,12409
2020,42,PA,Pennsylvania,12783254,259960,49793,210167,1009,,4228,10728,33828,31774,162919,15474
1960,44,RI,Rhode Island,859488,17812,316,17496,9,20,,122,165,4388,10455,2653
1961,44,RI,Rhode Island,867000,16267,372,15895,9,15,,115,233,3937,9781,2177
1962,44,RI,Rhode Island,865000,16504,402,16102,7,18,,108,269,4002,9788,2312
1963,44,RI,Rhode Island,885000,17744,500,17244,12,20,,153,315,4765,10081,2398
1964,44,RI,Rhode Island,914000,21557,578,20979,11,25,,162,380,5880,12155,2944
1965,44,RI,Rhode Island,920000,20705,722,19983,19,35,,175,493,5486,11554,2943
1966,44,RI,Rhode Island,898000,23158,849,22309,13,45,,228,563,6354,11339,4616
1967,44,RI,Rhode Island,900000,28227,1156,27071,20,43,,283,810,8072,13519,5480
1968,44,RI,Rhode Island,913000,35475,1254,34221,22,34,,450,748,9948,17284,6989
1969,44,RI,Rhode Island,911000,37613,1594,36019,28,36,,669,861,8950,19570,7499
1970,44,RI,Rhode Island,949723,40542,1944,38598,30,34,,744,1136,9677,20763,8158
1971,44,RI,Rhode Island,960000,46177,2129,44048,29,54,,815,1231,10535,24111,9402
1972,44,RI,Rhode Island,968000,44073,2424,41649,13,80,,791,1540,10880,22094,8675
1973,44,RI,Rhode Island,973000,45520,2749,42771,33,81,,944,1691,11570,22499,8702
1974,44,RI,Rhode Island,937000,47918,2651,45267,36,69,,853,1693,12144,24474,8649
1975,44,RI,Rhode Island,927000,52318,2802,49516,28,101,,889,1784,13407,26683,9426
1976,44,RI,Rhode Island,927000,52377,2779,49598,22,79,,844,1834,13110,28279,8209
1977,44,RI,Rhode Island,935000,50739,2820,47919,34,98,,809,1879,13927,26592,7400
1978,44,RI,Rhode Island,935000,49202,3255,45947,37,103,,918,2197,13021,25379,7547
1979,44,RI,Rhode Island,929000,53599,3485,50114,30,141,,1019,2295,14400,28347,7367
1980,44,RI,Rhode Island,945835,56113,3864,52249,42,162,,1122,2538,16233,28037,7979
1981,44,RI,Rhode Island,952000,55709,4205,51504,40,170,,1257,2738,15755,27525,8224
1982,44,RI,Rhode Island,958000,51388,3849,47539,35,186,,1099,2529,13414,27077,7048
1983,44,RI,Rhode Island,955000,47802,3392,44410,26,160,,1078,2128,12722,25463,6225
1984,44,RI,Rhode Island,962000,45926,3220,42706,33,205,,1091,1891,11396,24654,6656
1985,44,RI,Rhode Island,968000,45723,3355,42368,35,253,,1122,1945,11929,24119,6320
1986,44,RI,Rhode Island,975000,47799,3271,44528,34,209,,1157,1871,12616,25041,6871
1987,44,RI,Rhode Island,986000,52115,3547,48568,35,241,,1062,2209,14208,26635,7725
1988,44,RI,Rhode Island,995000,51784,3947,47837,41,303,,1146,2457,12550,27049,8238
1989,44,RI,Rhode Island,998000,52144,3772,48372,49,266,,1122,2335,12045,27104,9223
1990,44,RI,Rhode Island,1003464,53712,4334,49378,48,248,,1224,2814,12755,27046,9577
1991,44,RI,Rhode Island,1004000,50595,4638,45957,37,310,,1234,3057,11320,26664,7973
1992,44,RI,Rhode Island,1005000,46009,3965,42044,36,311,,950,2668,10529,24052,7463
1993,44,RI,Rhode Island,1000000,44990,4017,40973,39,286,,1011,2681,10409,24101,6463
1994,44,RI,Rhode Island,997000,41067,3744,37323,41,273,,870,2560,9101,23039,5183
1995,44,RI,Rhode Island,990000,42021,3643,38378,33,267,,914,2429,9234,24780,4364
1996,44,RI,Rhode Island,990000,39536,3437,36099,25,287,,824,2301,8135,23367,4597
1997,44,RI,Rhode Island,987000,36069,3292,32777,25,363,,707,2197,7083,21499,4195
1998,44,RI,Rhode Island,988000,34756,3084,31672,24,351,,659,2050,6452,21391,3829
1999,44,RI,Rhode Island,990819,35497,2840,32657,36,391,,788,1625,6341,22284,4032
2000,44,RI,Rhode Island,1048319,36444,3121,33323,45,412,,922,1742,6620,22038,4665
2001,44,RI,Rhode Island,1059659,39020,3278,35742,39,416,,986,1837,6824,23875,5043
2002,44,RI,Rhode Island,1068326,38393,3051,35342,41,395,,916,1699,6415,24051,4876
2003,44,RI,Rhode Island,1076084,35305,3074,32231,25,505,,830,1714,5524,22320,4387
2004,44,RI,Rhode Island,1079916,33839,2673,31166,26,320,,731,1596,5465,21623,4078
2005,44,RI,Rhode Island,1073579,31997,2710,29287,34,323,,776,1577,5319,19567,4401
2006,44,RI,Rhode Island,1067610,30374,2460,27914,27,289,,740,1404,5453,18852,3609
2007,44,RI,Rhode Island,1057832,30000,2424,27576,19,258,,760,1387,5206,19175,3195
2008,44,RI,Rhode Island,1050788,32551,2656,29895,31,282,,880,1463,5766,20926,3203
2009,44,RI,Rhode Island,1053209,30236,2678,27558,32,296,,785,1565,5753,19403,2402
2010,44,RI,Rhode Island,1052528,29668,2709,26959,29,298,,782,1600,6124,18432,2403
2011,44,RI,Rhode Island,1050646,30562,2586,27976,20,319,,744,1503,6836,18765,2375
2012,44,RI,Rhode Island,1050304,29696,2657,27039,26,292,,715,1614,5929,18478,2632
2013,44,RI,Rhode Island,1053354,28451,2710,25741,31,333,449,683,1547,5621,17881,2239
2014,44,RI,Rhode Island,1054907,25302,2320,22982,26,264,366,530,1398,4830,16317,1835
2015,44,RI,Rhode Island,1055607,22603,2565,20038,31,342,467,547,1520,3938,14714,1386
2016,44,RI,Rhode Island,1057566,21439,2529,18910,29,330,445,541,1514,3650,14157,1103
2017,44,RI,Rhode Island,1056486,21059,2474,18585,21,,454,474,1525,3219,13882,1484
2018,44,RI,Rhode Island,1058287,19951,2326,17625,16,,494,453,1363,2817,13270,1538
2019,44,RI,Rhode Island,1058158,18669,2357,16312,26,,498,421,1412,2321,12628,1363
2020,44,RI,Rhode Island,1057125,15606,2440,13166,32,,407,336,1665,1763,9894,1509
1960,45,SC,South Carolina,2382594,35743,3424,32319,314,236,,478,2396,10081,19636,2602
1961,45,SC,South Carolina,2407000,38175,3318,34857,280,224,,501,2313,11524,20504,2829
1962,45,SC,South Carolina,2436000,40847,3012,37835,247,172,,468,2125,12299,22696,2840
1963,45,SC,South Carolina,2483000,45454,4075,41379,249,150,,536,3140,14288,23783,3308
1964,45,SC,South Carolina,2555000,52439,4240,48199,206,271,,659,3104,15874,27982,4343
1965,45,SC,South Carolina,2542000,47256,4504,42752,245,285,,546,3428,13374,25450,3928
1966,45,SC,South Carolina,2586000,51268,5844,45424,301,352,,744,4447,13865,27417,4142
1967,45,SC,South Carolina,2599000,54345,6015,48330,291,379,,909,4436,16603,27509,4218
1968,45,SC,South Carolina,2692000,58567,5853,52714,366,404,,1152,3931,19073,28694,4947
1969,45,SC,South Carolina,2692000,68677,6449,62228,336,378,,1347,4388,21711,34099,6418
1970,45,SC,South Carolina,2590516,79220,7412,71808,377,467,,1557,5011,26407,38740,6661
1971,45,SC,South Carolina,2627000,82447,8188,74259,436,478,,1640,5634,27077,41414,5768
1972,45,SC,South Carolina,2665000,87003,10312,76691,447,599,,1762,7504,29760,41003,5928
1973,45,SC,South Carolina,2726000,90694,10757,79937,392,612,,2158,7595,32557,40675,6705
1974,45,SC,South Carolina,2784000,115961,12688,103273,452,730,,3547,7959,43497,51914,7862
1975,45,SC,South Carolina,2818000,130797,14412,116385,414,748,,3125,10125,48306,60764,7315
1976,45,SC,South Carolina,2848000,139749,17065,122684,331,909,,3010,12815,44247,71292,7145
1977,45,SC,South Carolina,2876000,139120,18297,120823,343,950,,3046,13958,46407,67368,7048
1978,45,SC,South Carolina,2918000,142863,18604,124259,336,1032,,2955,14281,43729,72472,8058
1979,45,SC,South Carolina,2932000,148540,19889,128651,368,1006,,3156,15359,44160,75807,8684
1980,45,SC,South Carolina,3064557,166686,20225,146461,348,1148,,3620,15109,51177,85905,9379
1981,45,SC,South Carolina,3166000,168402,20275,148127,330,1148,,3805,14992,50520,88887,8720
1982,45,SC,South Carolina,3203000,171718,23061,148657,348,1242,,3921,17550,47752,92009,8896
1983,45,SC,South Carolina,3264000,155723,20133,135590,321,1144,,3425,15243,42263,85501,7826
1984,45,SC,South Carolina,3300000,153877,20607,133270,305,1329,,3408,15565,40646,84753,7871
1985,45,SC,South Carolina,3347000,162013,21121,140892,304,1385,,3143,16289,41955,90260,8677
1986,45,SC,South Carolina,3378000,173541,22789,150752,291,1395,,3361,17742,45276,96132,9344
1987,45,SC,South Carolina,3425000,176794,22773,154021,318,1497,,3463,17495,46511,97892,9618
1988,45,SC,South Carolina,3493000,189053,25889,163164,325,1493,,4357,19714,49467,103055,10642
1989,45,SC,South Carolina,3512000,197348,28576,168772,320,1632,,4574,22050,48914,107845,12013
1990,45,SC,South Carolina,3486703,210779,34050,176729,390,1873,,5313,26474,48132,115144,13453
1991,45,SC,South Carolina,3560000,219980,34621,185359,402,2098,,6092,26029,51793,119784,13782
1992,45,SC,South Carolina,3603000,212327,34029,178298,373,2072,,6148,25436,49669,116186,12443
1993,45,SC,South Carolina,3643000,215060,37281,177779,377,1905,,6825,28174,47695,117553,12531
1994,45,SC,South Carolina,3664000,219870,37756,182114,353,1991,,6817,28595,46678,122252,13184
1995,45,SC,South Carolina,3673000,222723,36067,186656,292,1737,,6461,27577,46083,126416,14157
1996,45,SC,South Carolina,3699000,229861,36875,192986,332,1821,,6361,28361,47487,129650,15849
1997,45,SC,South Carolina,3760000,230637,37235,193402,314,1837,,6624,28460,46322,131325,15755
1998,45,SC,South Carolina,3836000,221607,34647,186960,306,1753,,5943,26645,44600,126412,15948
1999,45,SC,South Carolina,3885736,206907,32920,173987,258,1587,,5760,25315,39630,119912,14445
2000,45,SC,South Carolina,4012012,214515,33225,181290,291,1660,,6220,25054,40319,125385,15586
2001,45,SC,South Carolina,4062125,219168,33114,186054,330,1769,,5987,25028,42611,126742,16701
2002,45,SC,South Carolina,4103770,217569,33761,183808,298,1959,,5774,25730,43745,123196,16867
2003,45,SC,South Carolina,4148744,221047,33455,187592,303,1952,,5801,25399,43993,127809,15790
2004,45,SC,South Carolina,4197892,223616,33160,190456,286,1772,,5468,25634,43739,130991,15726
2005,45,SC,South Carolina,4246933,218196,32590,185606,314,1862,,5657,24757,42741,126489,16376
2006,45,SC,South Carolina,4321249,218034,33322,184712,362,1834,,5902,25224,42952,125075,16685
2007,45,SC,South Carolina,4407709,223934,34630,189304,364,1773,,6354,26139,45398,126802,17104
2008,45,SC,South Carolina,4479800,222696,32746,189950,307,1686,,6595,24158,45964,126316,17670
2009,45,SC,South Carolina,4561242,209109,30799,178310,305,1663,,5753,23078,45443,119250,13617
2010,45,SC,South Carolina,4637106,209021,27923,181098,265,1551,,5017,21090,46261,121544,13293
2011,45,SC,South Carolina,4673348,211137,27894,183243,320,1678,,4631,21265,47351,122255,13637
2012,45,SC,South Carolina,4723417,207523,26474,181049,332,1712,,4511,19919,45222,122340,13487
2013,45,SC,South Carolina,4771929,197524,24263,173261,305,1739,2233,3965,17760,40930,119730,12601
2014,45,SC,South Carolina,4829160,192319,24038,168281,322,1522,2185,4018,17513,37163,118173,12945
2015,45,SC,South Carolina,4894834,187278,24448,162830,407,1717,2439,3950,17652,34942,114778,13110
2016,45,SC,South Carolina,4959822,186671,25137,161534,358,1786,2491,4071,18217,33149,114455,13930
2017,45,SC,South Carolina,5021219,185780,25412,160368,380,,2576,3884,18572,31165,114931,14272
2018,45,SC,South Carolina,5084156,181793,25463,156330,411,,2650,3592,18810,29957,111427,14946
2019,45,SC,South Carolina,5157702,178277,26307,151970,455,,2528,3325,19999,27439,109366,15165
2020,45,SC,South Carolina,5218040,169678,27691,141987,549,,2086,3122,21934,23377,103892,14718
1960,46,SD,South Dakota,680514,7921,282,7639,14,37,,62,169,1687,5363,589
1961,46,SD,South Dakota,690000,7857,245,7612,12,42,,61,130,1655,5323,634
1962,46,SD,South Dakota,721000,7959,279,7680,24,42,,62,151,1843,5160,677
1963,46,SD,South Dakota,737000,8230,278,7952,9,39,,78,152,1818,5458,676
1964,46,SD,South Dakota,715000,8718,408,8310,9,39,,59,301,1870,5837,603
1965,46,SD,South Dakota,703000,8968,415,8553,11,48,,65,291,1858,6177,518
1966,46,SD,South Dakota,682000,10325,568,9757,10,61,,68,429,2175,6964,618
1967,46,SD,South Dakota,674000,10492,586,9906,25,56,,87,418,2302,7037,567
1968,46,SD,South Dakota,657000,11518,563,10955,25,67,,127,344,2826,7449,680
1969,46,SD,South Dakota,659000,12072,510,11562,13,73,,85,339,2801,8063,698
1970,46,SD,South Dakota,666257,13682,616,13066,25,74,,114,403,3140,9302,624
1971,46,SD,South Dakota,670000,13797,644,13153,8,66,,122,448,3037,9558,558
1972,46,SD,South Dakota,679000,14446,756,13690,8,77,,106,565,3210,9751,729
1973,46,SD,South Dakota,685000,14904,869,14035,26,88,,169,586,3416,9631,988
1974,46,SD,South Dakota,682000,18215,1234,16981,14,73,,139,1008,4072,11835,1074
1975,46,SD,South Dakota,683000,18707,1402,17305,25,113,,212,1052,4561,11597,1147
1976,46,SD,South Dakota,686000,18113,1277,16836,12,105,,159,1001,4256,11554,1026
1977,46,SD,South Dakota,689000,17993,1303,16690,14,93,,123,1073,3931,11743,1016
1978,46,SD,South Dakota,690000,18556,1128,17428,13,75,,110,930,4138,12186,1104
1979,46,SD,South Dakota,689000,20393,1096,19297,14,113,,140,829,4316,13782,1199
1980,46,SD,South Dakota,688217,22320,873,21447,5,86,,138,644,4766,15521,1160
1981,46,SD,South Dakota,685000,20640,718,19922,12,79,,122,505,4348,14587,987
1982,46,SD,South Dakota,691000,18276,684,17592,19,79,,118,468,3885,12889,818
1983,46,SD,South Dakota,700000,17833,840,16993,15,119,,111,595,3820,12453,720
1984,46,SD,South Dakota,706000,18444,1041,17403,13,190,,105,733,3529,13102,772
1985,46,SD,South Dakota,708000,18697,967,17730,13,168,,121,665,3867,13142,721
1986,46,SD,South Dakota,708000,19229,883,18346,28,125,,115,615,3919,13728,699
1987,46,SD,South Dakota,709000,18987,849,18138,13,146,,87,603,3787,13673,678
1988,46,SD,South Dakota,715000,18454,813,17641,22,192,,87,512,3703,13255,683
1989,46,SD,South Dakota,715000,19199,969,18230,9,229,,84,647,3394,14057,779
1990,46,SD,South Dakota,696004,20249,1133,19116,14,239,,86,794,3671,14678,767
1991,46,SD,South Dakota,703000,21647,1281,20366,12,279,,132,858,4146,15412,808
1992,46,SD,South Dakota,711000,21322,1383,19939,4,368,,120,891,3849,15371,719
1993,46,SD,South Dakota,715000,21151,1490,19661,24,318,,107,1041,3927,14915,819
1994,46,SD,South Dakota,721000,22367,1641,20726,10,303,,135,1193,3938,15916,872
1995,46,SD,South Dakota,729000,22312,1513,20799,13,299,,189,1012,3942,15976,881
1996,46,SD,South Dakota,732000,21740,1297,20443,9,300,,138,850,4077,15532,834
1997,46,SD,South Dakota,738000,23948,1457,22491,10,357,,172,918,4088,17545,858
1998,46,SD,South Dakota,738000,19366,1139,18227,10,258,,149,722,3458,14006,763
1999,46,SD,South Dakota,733133,19386,1227,18159,18,336,,103,770,3255,14043,861
2000,46,SD,South Dakota,754844,17511,1259,16252,7,305,,131,816,2896,12558,798
2001,46,SD,South Dakota,758324,17644,1171,16473,7,351,,103,710,3087,12571,815
2002,46,SD,South Dakota,760437,17342,1350,15992,11,361,,117,861,3034,12139,819
2003,46,SD,South Dakota,764905,16653,1329,15324,10,356,,104,859,2878,11572,874
2004,46,SD,South Dakota,770621,16204,1319,14885,17,336,,112,854,3148,10890,847
2005,46,SD,South Dakota,774883,15081,1387,13694,18,377,,145,847,2505,10350,839
2006,46,SD,South Dakota,781919,15883,2071,13812,30,465,,158,1418,3024,9954,834
2007,46,SD,South Dakota,796214,15755,1926,13829,31,433,,118,1344,2647,10398,784
2008,46,SD,South Dakota,804194,16094,2227,13867,37,562,,134,1494,2683,10266,918
2009,46,SD,South Dakota,812383,16155,1777,14378,30,501,,117,1129,2621,10891,866
2010,46,SD,South Dakota,816598,17384,2196,15188,23,385,,154,1634,3192,11196,800
2011,46,SD,South Dakota,823593,17404,2105,15299,20,503,,167,1415,2927,11423,949
2012,46,SD,South Dakota,834047,20027,2701,17326,23,600,,157,1921,3280,12973,1073
2013,46,SD,South Dakota,845510,19007,2733,16274,18,454,507,156,2052,3383,11955,936
2014,46,SD,South Dakota,853304,18837,2801,16036,23,336,478,199,2101,2817,12209,1010
2015,46,SD,South Dakota,857919,20041,3302,16739,33,367,500,215,2554,2969,12576,1194
2016,46,SD,South Dakota,861542,20843,3636,17207,28,386,526,274,2808,3002,12705,1500
2017,46,SD,South Dakota,873286,20341,3753,16588,27,,575,264,2887,2835,12285,1468
2018,46,SD,South Dakota,878698,18674,3483,15191,12,,617,222,2632,2502,11237,1452
2019,46,SD,South Dakota,887127,19209,3523,15686,16,,647,190,2670,2662,11265,1759
2020,46,SD,South Dakota,892717,21944,4476,17468,40,,599,274,3563,3036,12117,2315
1960,47,TN,Tennessee,3567089,44250,3250,41000,302,194,,961,1793,16505,20162,4333
1961,47,TN,Tennessee,3615000,45877,3910,41967,290,242,,1100,2278,16702,20234,5031
1962,47,TN,Tennessee,3634000,50334,3767,46567,220,241,,1266,2040,16772,24049,5746
1963,47,TN,Tennessee,3694000,54458,3777,50681,239,247,,1048,2243,19056,25503,6122
1964,47,TN,Tennessee,3798000,59688,4505,55183,225,336,,1148,2796,21321,27186,6676
1965,47,TN,Tennessee,3845000,58173,5333,52840,307,425,,1100,3501,20107,26325,6408
1966,47,TN,Tennessee,3883000,70550,6145,64405,304,421,,1337,4083,23394,33513,7498
1967,47,TN,Tennessee,3892000,82027,8111,73916,347,486,,2199,5079,27703,36750,9463
1968,47,TN,Tennessee,3976000,86465,8766,77699,345,460,,2830,5131,28616,38450,10633
1969,47,TN,Tennessee,3985000,87835,9235,78600,382,505,,2996,5352,28492,38885,11223
1970,47,TN,Tennessee,3924164,94007,10787,83220,346,607,,3218,6616,31656,40211,11353
1971,47,TN,Tennessee,3990000,104266,12520,91746,496,721,,3452,7851,35964,43671,12111
1972,47,TN,Tennessee,4031000,106672,12858,93814,455,802,,4076,7525,36049,45637,12128
1973,47,TN,Tennessee,4126000,126259,14771,111488,544,1108,,5383,7736,41663,56206,13619
1974,47,TN,Tennessee,4129000,151085,15969,135116,555,1062,,6490,7862,55745,65055,14316
1975,47,TN,Tennessee,4188000,178850,16627,162223,477,1095,,6987,8068,57766,89184,15273
1976,47,TN,Tennessee,4214000,179448,16574,162874,462,1072,,6215,8825,55647,93493,13734
1977,47,TN,Tennessee,4299000,170768,16743,154025,434,1276,,6266,8767,64154,76371,13500
1978,47,TN,Tennessee,4357000,160792,16671,144121,411,1335,,6639,8286,52876,76948,14297
1979,47,TN,Tennessee,4380000,175786,18135,157651,430,1511,,7277,8917,56710,84850,16091
1980,47,TN,Tennessee,4545590,204456,20824,183632,489,1700,,8208,10427,68251,98876,16505
1981,47,TN,Tennessee,4610000,198756,19019,179737,448,1735,,7916,8920,63811,100526,15400
1982,47,TN,Tennessee,4651000,205278,19586,185692,452,1651,,8173,9310,59934,110316,15442
1983,47,TN,Tennessee,4685000,187946,18836,169110,410,1682,,8094,8650,56498,97785,14827
1984,47,TN,Tennessee,4717000,183472,21010,162462,394,1887,,7867,10862,53002,92176,17284
1985,47,TN,Tennessee,4762000,198419,22592,175827,429,2027,,8614,11522,55563,97159,23105
1986,47,TN,Tennessee,4803000,217780,25919,191861,501,2256,,9978,13184,63649,102103,26109
1987,47,TN,Tennessee,4855000,226516,25900,200616,444,2133,,9409,13914,65632,107459,27525
1988,47,TN,Tennessee,4919000,219852,26205,193647,461,2201,,8537,15006,60894,106052,26701
1989,47,TN,Tennessee,4940000,222972,27118,195854,417,2270,,7926,16505,59621,109908,26325
1990,47,TN,Tennessee,4877185,246346,32698,213648,511,2415,,9325,20447,61646,124127,27875
1991,47,TN,Tennessee,4953000,265811,35955,229856,547,2299,,10543,22566,67608,131855,30393
1992,47,TN,Tennessee,5024000,258021,37487,220534,520,2377,,10964,23626,63665,127934,28935
1993,47,TN,Tennessee,5099000,267164,39047,228117,521,2544,,11224,24758,60299,137683,30135
1994,47,TN,Tennessee,5175000,264952,38705,226247,482,2545,,10735,24943,59080,138173,28994
1995,47,TN,Tennessee,5256000,281864,40549,241315,557,2477,,11732,25783,60086,147143,34086
1996,47,TN,Tennessee,5320000,289904,41175,248729,503,2475,,11902,26295,61896,152405,34428
1997,47,TN,Tennessee,5368000,295873,42389,253484,511,3056,,11487,27335,62899,156843,33742
1998,47,TN,Tennessee,5431000,273420,38832,234588,460,2485,,9667,26220,58432,148057,28099
1999,47,TN,Tennessee,5483535,257413,38111,219302,391,2415,,8598,26707,51362,142685,25255
2000,47,TN,Tennessee,5689283,278218,40233,237985,410,2186,,9465,28172,56344,154111,27530
2001,47,TN,Tennessee,5749398,295768,42776,252992,423,2196,,10219,29938,59705,165015,28272
2002,47,TN,Tennessee,5789796,290961,41562,249399,420,2290,,9413,29439,61248,161610,26541
2003,47,TN,Tennessee,5845208,296974,40409,256565,396,2129,,9413,28471,63323,166769,26473
2004,47,TN,Tennessee,5893298,296104,41113,254991,357,2282,,8863,29611,60386,169828,24777
2005,47,TN,Tennessee,5955745,301197,45104,256093,431,2194,,10009,32470,61508,169357,25228
2006,47,TN,Tennessee,6038803,295903,46043,249860,419,2194,,11143,32287,63024,164183,22653
2007,47,TN,Tennessee,6156719,298824,46482,252342,405,2201,,11033,32843,61817,168807,21718
2008,47,TN,Tennessee,6214888,296002,44913,251089,412,2078,,10804,31619,65093,166793,19203
2009,47,TN,Tennessee,6296254,279090,41933,237157,468,2019,,9653,29793,63832,158309,15016
2010,47,TN,Tennessee,6357436,271764,38909,232855,359,2173,,8361,28016,64293,153729,14833
2011,47,TN,Tennessee,6399787,269795,38895,230900,380,2095,,8082,28338,62830,153928,14142
2012,47,TN,Tennessee,6454914,259138,41213,217925,400,2047,,8151,30615,56231,148731,12963
2013,47,TN,Tennessee,6497269,245746,38063,207683,335,1904,2500,7333,27895,51334,144443,11906
2014,47,TN,Tennessee,6547779,240900,39989,200911,369,1870,2595,7268,29757,46798,141464,12649
2015,47,TN,Tennessee,6595056,236863,40816,196047,418,2032,2801,7499,30098,43753,139259,13035
2016,47,TN,Tennessee,6649404,233658,42459,191199,495,2056,2803,7829,31332,40607,135353,15239
2017,47,TN,Tennessee,6708794,241968,43940,198028,538,,3028,7867,32507,38819,140636,18573
2018,47,TN,Tennessee,6771631,235584,42687,192897,508,,3011,7222,31946,33538,138710,20649
2019,47,TN,Tennessee,6830325,222709,40908,181801,515,,2943,6164,31286,29969,132540,19292
2020,47,TN,Tennessee,6886834,218003,46328,171675,663,,2678,5575,37412,26479,124098,21098
1960,48,TX,Texas,9579677,212407,15428,196979,824,892,,3031,10681,57589,123415,15975
1961,48,TX,Texas,9788000,208310,15441,192869,788,932,,3042,10679,56814,120707,15348
1962,48,TX,Texas,10116000,217270,15516,201754,730,937,,3192,10657,58017,126751,16986
1963,48,TX,Texas,10323000,231576,17511,214065,760,1008,,3700,12043,62867,133454,17744
1964,48,TX,Texas,10397000,260701,19769,240932,785,1176,,4479,13329,68170,151736,21026
1965,48,TX,Texas,10551000,272627,21029,251598,793,1132,,4509,14595,71636,159767,20195
1966,48,TX,Texas,10752000,308854,24382,284472,983,1237,,5987,16175,82651,176987,24834
1967,48,TX,Texas,10869000,340164,26749,313415,1073,1428,,7558,16690,89387,195275,28753
1968,48,TX,Texas,10972000,381640,29646,351994,1163,1589,,9091,17803,103095,214729,34170
1969,48,TX,Texas,11187000,443842,36707,407135,1269,2153,,13045,20240,122152,241732,43251
1970,48,TX,Texas,11196000,467248,40897,426351,1299,2329,,15280,21989,129866,251091,45394
1971,48,TX,Texas,11460000,469868,43089,426779,1383,2701,,14220,24785,135648,247653,43478
1972,48,TX,Texas,11649000,455985,41285,414700,1440,2739,,14013,23093,141613,233646,39441
1973,48,TX,Texas,11794000,486564,45458,441106,1506,2976,,17056,23920,150463,248538,42105
1974,48,TX,Texas,12050000,576832,47008,529824,1652,3486,,19757,22113,185928,297850,46046
1975,48,TX,Texas,12237000,661675,47803,613872,1639,3430,,20076,22658,203821,362665,47386
1976,48,TX,Texas,12487000,682340,44422,637918,1519,3666,,17352,21885,193280,400767,43871
1977,48,TX,Texas,12830000,692450,52309,640141,1705,4338,,19552,26714,205672,383451,51018
1978,48,TX,Texas,13014000,723164,56650,666514,1853,4927,,21395,28475,209770,398923,57821
1979,48,TX,Texas,13385000,793097,67988,725109,2235,6043,,25667,34043,239758,412515,72836
1980,48,TX,Texas,14169829,870458,77978,792480,2392,6700,,29547,39339,262600,450792,79088
1981,48,TX,Texas,14755000,892723,78560,814163,2446,6821,,28528,40765,275978,454879,83306
1982,48,TX,Texas,15280000,962977,88178,874799,2466,6816,,33618,45278,285967,501727,87105
1983,48,TX,Texas,15724000,928858,80546,848312,2239,6333,,29769,42205,262198,503582,82532
1984,48,TX,Texas,15989000,964128,80737,883391,2093,7343,,28540,42761,266074,529518,87799
1985,48,TX,Texas,16370000,1075295,90030,985265,2132,8364,,31680,47854,289825,595912,99528
